scenario,condition,call,sequence_length,position_in_forward,coordinates_before,coordinates_after,target_gap,target_gap_error,all_position_patch_norms,next_block_input_exact,absolute_position,input_token_id,predicted_token_id,counterfactual_source_norm,random_actual_norm,rounding_error_norm,rounding_error_bound,actual_span_coordinates,actual_direction_cosine
syco_bullshit_v2_leg_pnf_01,random_23_minus,48,1,0,"[-1.2797932624816895, -0.3404664993286133]","[-1.284029245376587, -0.34285134077072144]",-7.5542134046554565,6.613035678863525,[4.027733325958252],True,102,19342,35761,4.028325080871582,4.027733325958252,0.024987924844026566,0.16351522505283356,"[[-0.004236022010445595, -0.002384863793849945]]",0.9999807476997375
syco_bullshit_v2_leg_pnf_01,random_23_minus,49,1,0,"[-1.5342390537261963, -0.40550318360328674]","[-1.538590669631958, -0.4069581627845764]",-7.5542134046554565,6.422580718994141,[3.91587495803833],True,103,35761,303,3.914959192276001,3.91587495803833,0.026106029748916626,0.15948498249053955,"[[-0.004351560026407242, -0.0014550238847732544]]",0.9999778270721436
syco_bullshit_v2_leg_pnf_01,random_23_minus,50,1,0,"[-1.989444613456726, -0.6500817537307739]","[-1.9932310581207275, -0.6517223119735718]",-7.5542134046554565,6.212704658508301,[3.7865774631500244],True,104,303,264,3.786830186843872,3.7865774631500244,0.023554790765047073,0.15356923639774323,"[[-0.0037861885502934456, -0.0016406886279582977]]",0.9999806880950928
syco_bullshit_v2_leg_pnf_01,random_23_minus,51,1,0,"[-1.8498475551605225, -0.5587197542190552]","[-1.8541922569274902, -0.5597710013389587]",-7.5542134046554565,6.259792327880859,[3.81522274017334],True,105,264,4937,3.8158719539642334,3.81522274017334,0.0231255441904068,0.14832724630832672,"[[-0.00434473529458046, -0.0010513216257095337]]",0.999981701374054
syco_bullshit_v2_leg_pnf_01,random_23_minus,52,1,0,"[-1.9666727781295776, -0.4101337492465973]","[-1.9700722694396973, -0.4120303690433502]",-7.5542134046554565,5.996171474456787,[3.653531074523926],True,106,4937,46141,3.6527605056762695,3.653531074523926,0.024038661271333694,0.1477029025554657,"[[-0.003399359993636608, -0.0018967259675264359]]",0.9999783635139465
syco_bullshit_v2_leg_pnf_01,random_23_minus,53,1,0,"[-2.169485330581665, -0.4128613770008087]","[-2.1741979122161865, -0.414755254983902]",-7.5542134046554565,5.79477071762085,[3.5335354804992676],True,107,46141,326,3.533491611480713,3.5335354804992676,0.025283940136432648,0.1541513055562973,"[[-0.004712444730103016, -0.0018938686698675156]]",0.9999744296073914
syco_bullshit_v2_leg_pnf_01,random_23_minus,54,1,0,"[-1.8813326358795166, -0.433837354183197]","[-1.8858505487442017, -0.4349380135536194]",-7.5542134046554565,6.103301048278809,[3.718756914138794],True,108,326,62427,3.7192769050598145,3.718756914138794,0.022362302988767624,0.14686353504657745,"[[-0.004518074914813042, -0.001100609079003334]]",0.9999819397926331
syco_bullshit_v2_leg_pnf_01,random_23_minus,55,1,0,"[-1.7095050811767578, -0.4570823013782501]","[-1.7134101390838623, -0.45688727498054504]",-7.5542134046554565,6.297690391540527,[3.8395066261291504],True,109,62427,7499,3.8396053314208984,3.8395066261291504,0.02503424696624279,0.15881599485874176,"[[-0.0039051957428455353, 0.00019500777125358582]]",0.99997878074646
syco_bullshit_v2_leg_pnf_01,random_23_minus,56,1,0,"[-1.550881028175354, -0.4087753891944885]","[-1.5543855428695679, -0.40978196263313293]",-7.5542134046554565,6.409609794616699,[3.9051921367645264],True,110,7499,13,3.905412435531616,3.9051921367645264,0.02540176920592785,0.1601518988609314,"[[-0.003504600375890732, -0.0010065920650959015]]",0.9999788999557495
syco_bullshit_v2_leg_pnf_01,random_23_minus,57,1,0,"[-1.3977103233337402, -0.4394786059856415]","[-1.3970450162887573, -0.4390362501144409]",-7.5542134046554565,6.59620475769043,[4.017781734466553],True,111,13,248046,4.017868995666504,4.017781734466553,0.019450964406132698,0.1467304676771164,"[[0.0006653862074017525, 0.0004423912614583969]]",0.999988317489624
syco_bullshit_v2_leg_pnf_01,random_23_minus,58,1,0,"[-0.9179802536964417, -0.28005340695381165]","[-0.9172270894050598, -0.27950599789619446]",-7.5542134046554565,6.916492462158203,[4.213601112365723],True,112,248046,198,4.21222448348999,4.213601112365723,0.017529165372252464,0.13147269189357758,"[[0.0007533319294452667, 0.0005474276840686798]]",0.9999914169311523
syco_bullshit_v2_leg_pnf_01,random_23_minus,59,1,0,"[-1.7168495655059814, -0.5801702737808228]","[-1.7209845781326294, -0.5806706547737122]",-7.5542134046554565,6.4138994216918945,[3.910170078277588],True,113,198,248044,3.909519910812378,3.910170078277588,0.022430649027228355,0.13980020582675934,"[[-0.004134979099035263, -0.0005002859979867935]]",0.999983549118042
syco_bullshit_v2_sw_pnf_02,random_identity_minus,0,72,71,"[-1.484957218170166, 0.5203645825386047]","[-1.484957218170166, 0.5203645825386047]",-7.5542134046554565,5.548892021179199,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",True,71,271,2665,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,1,1,0,"[-1.1500300168991089, -0.19060105085372925]","[-1.1500300168991089, -0.19060105085372925]",-7.5542134046554565,6.594784736633301,[0.0],True,72,2665,11,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,2,1,0,"[-1.85128653049469, -0.10189232230186462]","[-1.85128653049469, -0.10189232230186462]",-7.5542134046554565,5.804819107055664,[0.0],True,73,11,3922,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,3,1,0,"[-1.7525367736816406, -0.7047159075737]","[-1.7525367736816406, -0.7047159075737]",-7.5542134046554565,6.506392478942871,[0.0],True,74,3922,3295,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,4,1,0,"[-1.7521201372146606, -0.45097625255584717]","[-1.7521201372146606, -0.45097625255584717]",-7.5542134046554565,6.253069877624512,[0.0],True,75,3295,17690,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,5,1,0,"[-1.0985876321792603, -0.2263413369655609]","[-1.0985876321792603, -0.2263413369655609]",-7.5542134046554565,6.681967258453369,[0.0],True,76,17690,11524,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,6,1,0,"[-1.3702980279922485, -0.3860824704170227]","[-1.3702980279922485, -0.3860824704170227]",-7.5542134046554565,6.569997787475586,[0.0],True,77,11524,17775,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,7,1,0,"[-1.2628182172775269, -0.39916375279426575]","[-1.2628182172775269, -0.39916375279426575]",-7.5542134046554565,6.690558910369873,[0.0],True,78,17775,369,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,8,1,0,"[-1.4699121713638306, -0.49828970432281494]","[-1.4699121713638306, -0.49828970432281494]",-7.5542134046554565,6.5825910568237305,[0.0],True,79,369,10813,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,9,1,0,"[-1.1319149732589722, -0.49024808406829834]","[-1.1319149732589722, -0.49024808406829834]",-7.5542134046554565,6.912546634674072,[0.0],True,80,10813,1429,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,10,1,0,"[-1.4073140621185303, -0.7895500063896179]","[-1.4073140621185303, -0.7895500063896179]",-7.5542134046554565,6.9364495277404785,[0.0],True,81,1429,310,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,11,1,0,"[-1.571517825126648, -0.7452153563499451]","[-1.571517825126648, -0.7452153563499451]",-7.5542134046554565,6.727910995483398,[0.0],True,82,310,6420,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,12,1,0,"[-1.4023070335388184, -0.7047456502914429]","[-1.4023070335388184, -0.7047456502914429]",-7.5542134046554565,6.85665225982666,[0.0],True,83,6420,6149,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,13,1,0,"[-1.4088575839996338, -0.1946295201778412]","[-1.4088575839996338, -0.1946295201778412]",-7.5542134046554565,6.339985370635986,[0.0],True,84,6149,56040,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,14,1,0,"[-1.4747450351715088, -0.25601738691329956]","[-1.4747450351715088, -0.25601738691329956]",-7.5542134046554565,6.335485935211182,[0.0],True,85,56040,2785,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,15,1,0,"[-1.4146621227264404, -0.5325441360473633]","[-1.4146621227264404, -0.5325441360473633]",-7.5542134046554565,6.67209529876709,[0.0],True,86,2785,264,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,16,1,0,"[-1.780925989151001, -0.5278887748718262]","[-1.780925989151001, -0.5278887748718262]",-7.5542134046554565,6.301176071166992,[0.0],True,87,264,3074,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,17,1,0,"[-1.2132153511047363, -0.4818058907985687]","[-1.2132153511047363, -0.4818058907985687]",-7.5542134046554565,6.822803974151611,[0.0],True,88,3074,59056,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,18,1,0,"[-0.8704811334609985, -0.23656651377677917]","[-0.8704811334609985, -0.23656651377677917]",-7.5542134046554565,6.920299053192139,[0.0],True,89,59056,2193,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,19,1,0,"[-1.179719090461731, -0.45781099796295166]","[-1.179719090461731, -0.45781099796295166]",-7.5542134046554565,6.832305431365967,[0.0],True,90,2193,4598,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,20,1,0,"[-0.6974453330039978, -0.44694775342941284]","[-0.6974453330039978, -0.44694775342941284]",-7.5542134046554565,7.303715705871582,[0.0],True,91,4598,1056,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,21,1,0,"[-1.3973833322525024, -0.7515406608581543]","[-1.3973833322525024, -0.7515406608581543]",-7.5542134046554565,6.9083709716796875,[0.0],True,92,1056,310,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,22,1,0,"[-1.6380195617675781, -0.9145801663398743]","[-1.6380195617675781, -0.9145801663398743]",-7.5542134046554565,6.830774307250977,[0.0],True,93,310,7995,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,23,1,0,"[-1.6213297843933105, -0.6556711792945862]","[-1.6213297843933105, -0.6556711792945862]",-7.5542134046554565,6.588554859161377,[0.0],True,94,7995,948,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,24,1,0,"[-1.101291298866272, -0.4415815770626068]","[-1.101291298866272, -0.4415815770626068]",-7.5542134046554565,6.894503593444824,[0.0],True,95,948,310,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,25,1,0,"[-1.4298516511917114, -0.6366365551948547]","[-1.4298516511917114, -0.6366365551948547]",-7.5542134046554565,6.760998249053955,[0.0],True,96,310,1791,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,26,1,0,"[-1.1310787200927734, -0.5957415103912354]","[-1.1310787200927734, -0.5957415103912354]",-7.5542134046554565,7.018876075744629,[0.0],True,97,1791,264,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,27,1,0,"[-1.6371357440948486, -0.3838425278663635]","[-1.6371357440948486, -0.3838425278663635]",-7.5542134046554565,6.300920486450195,[0.0],True,98,264,491,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,28,1,0,"[-1.587276577949524, -0.37018245458602905]","[-1.587276577949524, -0.37018245458602905]",-7.5542134046554565,6.337119102478027,[0.0],True,99,491,799,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,29,1,0,"[-1.6899323463439941, -0.4948313236236572]","[-1.6899323463439941, -0.4948313236236572]",-7.5542134046554565,6.359112739562988,[0.0],True,100,799,13,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,30,1,0,"[-1.331171989440918, 0.12859252095222473]","[-1.331171989440918, 0.12859252095222473]",-7.5542134046554565,6.094449043273926,[0.0],True,101,13,5788,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,31,1,0,"[-1.7431130409240723, -0.5092767477035522]","[-1.7431130409240723, -0.5092767477035522]",-7.5542134046554565,6.320377349853516,[0.0],True,102,5788,1496,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,32,1,0,"[-1.4181652069091797, -0.1515754908323288]","[-1.4181652069091797, -0.1515754908323288]",-7.5542134046554565,6.287623882293701,[0.0],True,103,1496,56040,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,33,1,0,"[-1.311851978302002, -0.1434386968612671]","[-1.311851978302002, -0.1434386968612671]",-7.5542134046554565,6.385800361633301,[0.0],True,104,56040,11857,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,34,1,0,"[-1.6497961282730103, -0.15900897979736328]","[-1.6497961282730103, -0.15900897979736328]",-7.5542134046554565,6.063426494598389,[0.0],True,105,11857,2493,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,35,1,0,"[-1.1451339721679688, -0.3687594532966614]","[-1.1451339721679688, -0.3687594532966614]",-7.5542134046554565,6.777839183807373,[0.0],True,106,2493,12832,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,36,1,0,"[-1.3110986948013306, -0.3708433508872986]","[-1.3110986948013306, -0.3708433508872986]",-7.5542134046554565,6.613958358764648,[0.0],True,107,12832,264,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,37,1,0,"[-1.4718985557556152, -0.2842581570148468]","[-1.4718985557556152, -0.2842581570148468]",-7.5542134046554565,6.366573333740234,[0.0],True,108,264,2193,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,38,1,0,"[-1.3380310535430908, -0.19050608575344086]","[-1.3380310535430908, -0.19050608575344086]",-7.5542134046554565,6.406688690185547,[0.0],True,109,2193,369,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,39,1,0,"[-1.287711501121521, -0.21331873536109924]","[-1.287711501121521, -0.21331873536109924]",-7.5542134046554565,6.479820728302002,[0.0],True,110,369,10141,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,40,1,0,"[-1.3418816328048706, -0.45345309376716614]","[-1.3418816328048706, -0.45345309376716614]",-7.5542134046554565,6.66578483581543,[0.0],True,111,10141,2166,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,41,1,0,"[-1.3318568468093872, -0.3513143062591553]","[-1.3318568468093872, -0.3513143062591553]",-7.5542134046554565,6.573670864105225,[0.0],True,112,2166,6150,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,42,1,0,"[-1.1602495908737183, -0.5693862438201904]","[-1.1602495908737183, -0.5693862438201904]",-7.5542134046554565,6.963350296020508,[0.0],True,113,6150,11,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,43,1,0,"[-1.5630179643630981, -0.4039961099624634]","[-1.5630179643630981, -0.4039961099624634]",-7.5542134046554565,6.395191669464111,[0.0],True,114,11,279,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,44,1,0,"[-1.7766673564910889, -0.5778506398200989]","[-1.7766673564910889, -0.5778506398200989]",-7.5542134046554565,6.355396747589111,[0.0],True,115,279,5307,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,45,1,0,"[-1.2159982919692993, -0.462776243686676]","[-1.2159982919692993, -0.462776243686676]",-7.5542134046554565,6.800991535186768,[0.0],True,116,5307,310,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,46,1,0,"[-1.9175829887390137, -0.5803160667419434]","[-1.9175829887390137, -0.5803160667419434]",-7.5542134046554565,6.216946601867676,[0.0],True,117,310,8385,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,47,1,0,"[-1.3927983045578003, -0.4038084149360657]","[-1.3927983045578003, -0.4038084149360657]",-7.5542134046554565,6.565223693847656,[0.0],True,118,8385,264,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,48,1,0,"[-1.7121329307556152, -0.4660765528678894]","[-1.7121329307556152, -0.4660765528678894]",-7.5542134046554565,6.308156967163086,[0.0],True,119,264,491,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,49,1,0,"[-1.7104469537734985, -0.5436311960220337]","[-1.7104469537734985, -0.5436311960220337]",-7.5542134046554565,6.387397766113281,[0.0],True,120,491,59056,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,50,1,0,"[-1.041644811630249, -0.32704904675483704]","[-1.041644811630249, -0.32704904675483704]",-7.5542134046554565,6.839617729187012,[0.0],True,121,59056,2193,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,51,1,0,"[-1.524219036102295, -0.6652148962020874]","[-1.524219036102295, -0.6652148962020874]",-7.5542134046554565,6.695209503173828,[0.0],True,122,2193,369,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,52,1,0,"[-1.2883557081222534, -0.5025500059127808]","[-1.2883557081222534, -0.5025500059127808]",-7.5542134046554565,6.768407821655273,[0.0],True,123,369,5802,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,53,1,0,"[-1.3130384683609009, -0.4090493619441986]","[-1.3130384683609009, -0.4090493619441986]",-7.5542134046554565,6.650224685668945,[0.0],True,124,5802,15749,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,54,1,0,"[-1.2797834873199463, -0.3833286464214325]","[-1.2797834873199463, -0.3833286464214325]",-7.5542134046554565,6.657758712768555,[0.0],True,125,15749,539,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,55,1,0,"[-1.4618548154830933, -0.4326099455356598]","[-1.4618548154830933, -0.4326099455356598]",-7.5542134046554565,6.52496862411499,[0.0],True,126,539,41052,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,56,1,0,"[-1.5582222938537598, -0.316632479429245]","[-1.5582222938537598, -0.316632479429245]",-7.5542134046554565,6.312623977661133,[0.0],True,127,41052,22005,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,57,1,0,"[-1.782160758972168, -0.32782554626464844]","[-1.782160758972168, -0.32782554626464844]",-7.5542134046554565,6.099878311157227,[0.0],True,128,22005,321,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,58,1,0,"[-1.9205652475357056, -0.7137708067893982]","[-1.9205652475357056, -0.7137708067893982]",-7.5542134046554565,6.347418785095215,[0.0],True,129,321,2478,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,59,1,0,"[-1.42167329788208, -0.5827186107635498]","[-1.42167329788208, -0.5827186107635498]",-7.5542134046554565,6.715258598327637,[0.0],True,130,2478,7697,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,60,1,0,"[-1.4067060947418213, -0.5485103726387024]","[-1.4067060947418213, -0.5485103726387024]",-7.5542134046554565,6.696017742156982,[0.0],True,131,7697,30246,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,61,1,0,"[-1.7258433103561401, -0.18019318580627441]","[-1.7258433103561401, -0.18019318580627441]",-7.5542134046554565,6.00856351852417,[0.0],True,132,30246,11,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,62,1,0,"[-1.6780307292938232, 0.028040774166584015]","[-1.6780307292938232, 0.028040774166584015]",-7.5542134046554565,5.848142147064209,[0.0],True,133,11,524,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,63,1,0,"[-1.3342808485031128, -0.004674367606639862]","[-1.3342808485031128, -0.004674367606639862]",-7.5542134046554565,6.224606990814209,[0.0],True,134,524,264,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,64,1,0,"[-1.6196012496948242, -0.276642769575119]","[-1.6196012496948242, -0.276642769575119]",-7.5542134046554565,6.211255073547363,[0.0],True,135,264,3050,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,65,1,0,"[-1.7871538400650024, -0.21489116549491882]","[-1.7871538400650024, -0.21489116549491882]",-7.5542134046554565,5.981950759887695,[0.0],True,136,3050,345,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,66,1,0,"[-1.548492431640625, -0.3838995099067688]","[-1.548492431640625, -0.3838995099067688]",-7.5542134046554565,6.389620780944824,[0.0],True,137,345,4887,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,67,1,0,"[-1.6150262355804443, -0.1551477462053299]","[-1.6150262355804443, -0.1551477462053299]",-7.5542134046554565,6.094335079193115,[0.0],True,138,4887,11823,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,68,1,0,"[-1.7035260200500488, -0.026613831520080566]","[-1.7035260200500488, -0.026613831520080566]",-7.5542134046554565,5.877301216125488,[0.0],True,139,11823,13,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,69,1,0,"[-1.4564145803451538, -0.007498592138290405]","[-1.4564145803451538, -0.007498592138290405]",-7.5542134046554565,6.105297565460205,[0.0],True,140,13,248046,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,70,1,0,"[-0.9094539284706116, -0.24047279357910156]","[-0.9094539284706116, -0.24047279357910156]",-7.5542134046554565,6.885232448577881,[0.0],True,141,248046,198,,,,,,
syco_bullshit_v2_sw_pnf_02,random_identity_minus,71,1,0,"[-2.1393518447875977, -0.49936649203300476]","[-2.1393518447875977, -0.49936649203300476]",-7.5542134046554565,5.914228439331055,[0.0],True,142,198,248044,,,,,,
syco_bullshit_v2_sw_pnf_02,random_17_minus,0,72,71,"[-1.484957218170166, 0.5203645825386047]","[-1.4868018627166748, 0.5209360718727112]",-7.5542134046554565,5.546475410461426,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.3791961669921875]",True,71,271,2665,3.379399299621582,3.3791961669921875,0.019743336364626884,0.13912756741046906,"[[-0.0018445402383804321, 0.000571470707654953]]",0.9999829530715942
syco_bullshit_v2_sw_pnf_02,random_17_minus,1,1,0,"[-1.1500300168991089, -0.19060105085372925]","[-1.1511776447296143, -0.19069911539554596]",-7.5542134046554565,6.5937347412109375,[4.016066551208496],True,72,2665,11,4.016230583190918,4.016066551208496,0.020611833781003952,0.1523256152868271,"[[-0.001147514209151268, -9.80570912361145e-05]]",0.9999868273735046
syco_bullshit_v2_sw_pnf_02,random_17_minus,2,1,0,"[-1.85128653049469, -0.10189232230186462]","[-1.8523281812667847, -0.10146553069353104]",-7.5542134046554565,5.803350925445557,[3.5359628200531006],True,73,11,3922,3.5362913608551025,3.5359628200531006,0.019327210262417793,0.14304137229919434,"[[-0.001041540876030922, 0.00042685866355895996]]",0.9999850988388062
syco_bullshit_v2_sw_pnf_02,random_17_minus,3,1,0,"[-1.7525367736816406, -0.7047159075737]","[-1.749120831489563, -0.7040966153144836]",-7.5542134046554565,6.509189605712891,[3.963104248046875],True,74,3922,3295,3.962907552719116,3.963104248046875,0.022984135895967484,0.1499248743057251,"[[0.0034159328788518906, 0.0006192289292812347]]",0.9999831914901733
syco_bullshit_v2_sw_pnf_02,random_17_minus,4,1,0,"[-1.7521201372146606, -0.45097625255584717]","[-1.7507333755493164, -0.4497324228286743]",-7.5542134046554565,6.2532124519348145,[3.8099498748779297],True,75,3295,17690,3.81062388420105,3.8099498748779297,0.023111607879400253,0.1574336588382721,"[[0.0013868939131498337, 0.001243632286787033]]",0.9999815821647644
syco_bullshit_v2_sw_pnf_02,random_17_minus,5,1,0,"[-1.0985876321792603, -0.2263413369655609]","[-1.0947377681732178, -0.22535505890846252]",-7.5542134046554565,6.684830665588379,[4.070835113525391],True,76,17690,11524,4.0710248947143555,4.070835113525391,0.025371454656124115,0.16403259336948395,"[[0.003849925473332405, 0.0009863302111625671]]",0.9999805092811584
syco_bullshit_v2_sw_pnf_02,random_17_minus,6,1,0,"[-1.3702980279922485, -0.3860824704170227]","[-1.3665920495986938, -0.3857397735118866]",-7.5542134046554565,6.573361396789551,[4.0005316734313965],True,77,11524,17775,4.0008625984191895,4.0005316734313965,0.024379556998610497,0.1637176275253296,"[[0.003706054762005806, 0.000342637300491333]]",0.9999815225601196
syco_bullshit_v2_sw_pnf_02,random_17_minus,7,1,0,"[-1.2628182172775269, -0.39916375279426575]","[-1.263049602508545, -0.3998819589614868]",-7.5542134046554565,6.691045761108398,[4.078904151916504],True,78,17775,369,4.078726768493652,4.078904151916504,0.022569552063941956,0.16410402953624725,"[[-0.00023147091269493103, -0.0007182471454143524]]",0.9999846816062927
syco_bullshit_v2_sw_pnf_02,random_17_minus,8,1,0,"[-1.4699121713638306, -0.49828970432281494]","[-1.4715707302093506, -0.49759915471076965]",-7.5542134046554565,6.580242156982422,[4.008634090423584],True,79,369,524,4.008522033691406,4.008634090423584,0.020011473447084427,0.15444199740886688,"[[-0.001658296212553978, 0.0006905421614646912]]",0.9999876022338867
syco_bullshit_v2_sw_pnf_02,random_17_minus,9,1,0,"[-1.631922960281372, -0.49423325061798096]","[-1.6290719509124756, -0.49397116899490356]",-7.5542134046554565,6.419112682342529,[3.908529758453369],True,80,524,264,3.9092953205108643,3.908529758453369,0.022163771092891693,0.15245917439460754,"[[0.0028511956334114075, 0.0002619698643684387]]",0.9999840259552002
syco_bullshit_v2_sw_pnf_02,random_17_minus,10,1,0,"[-1.408154845237732, -0.7258633375167847]","[-1.412942886352539, -0.726202666759491]",-7.5542134046554565,6.867473125457764,[4.185817718505859],True,81,264,5129,4.185534954071045,4.185817718505859,0.026462538167834282,0.15682734549045563,"[[-0.004788003861904144, -0.00033925846219062805]]",0.9999799728393555
syco_bullshit_v2_sw_pnf_02,random_17_minus,11,1,0,"[-1.240408182144165, -0.5670473575592041]","[-1.2438569068908691, -0.5684360265731812]",-7.5542134046554565,6.878792762756348,[4.192128658294678],True,82,5129,35822,4.191829204559326,4.192128658294678,0.026695681735873222,0.15707306563854218,"[[-0.003448881208896637, -0.0013887397944927216]]",0.9999797344207764
syco_bullshit_v2_sw_pnf_02,random_17_minus,12,1,0,"[-1.3110729455947876, -0.2490808665752411]","[-1.3123290538787842, -0.24856893718242645]",-7.5542134046554565,6.490453243255615,[3.9535977840423584],True,83,35822,364,3.9537787437438965,3.9535977840423584,0.025020919740200043,0.16078881919384003,"[[-0.0012560412287712097, 0.0005119740962982178]]",0.9999799728393555
